transaction_id,date,customer_id,product_id,product_name,category,quantity,unit_price,total_amount
TXN_012268,2024-03-09,CUST_01675,PROD_0070,Étage Leur,Mode,1,372.23,372.23
TXN_012269,2023-03-06,CUST_03865,PROD_0131,Étonner Relation,Alimentation,4,25.64,102.56
TXN_012270,2024-12-09,CUST_02321,PROD_0037,Rideau Dent,Alimentation,2,63.2,126.4
TXN_012271,2023-08-16,CUST_03268,PROD_0172,Rien Précéder,Mode,2,444.62,889.24
TXN_012272,2023-03-11,CUST_02450,PROD_0092,Réclamer Ville,Beauté,3,455.98,1367.94
TXN_012273,2023-05-14,CUST_00414,PROD_0049,Direction Discours,Électronique,1,100.51,100.51
TXN_012274,2024-03-01,CUST_02613,PROD_0006,Calme Bord,Maison,1,284.8,284.8
TXN_012275,2023-05-11,CUST_01344,PROD_0047,Occuper Couvrir,Beauté,5,302.1,1510.5
TXN_012276,2023-05-18,CUST_01475,PROD_0064,Poche Davantage,Électronique,2,248.09,496.18
TXN_012277,2023-10-26,CUST_04171,PROD_0059,Fois Le,Électronique,1,307.13,307.13
TXN_012278,2024-08-23,CUST_04365,PROD_0199,Frais Compter,Sport,1,271.82,271.82
TXN_012279,2023-10-25,CUST_01616,PROD_0079,Odeur Transformer,Beauté,4,309.88,1239.52
TXN_012280,2023-03-26,CUST_03822,PROD_0156,Prévoir Retourner,Sport,2,230.52,461.04
TXN_012281,2024-08-03,CUST_04469,PROD_0099,Curiosité Paysage,Mode,2,445.5,891.0
TXN_012282,2024-02-14,CUST_01753,PROD_0037,Rideau Dent,Alimentation,1,63.2,63.2
TXN_012283,2024-04-05,CUST_02534,PROD_0085,Verre Matin,Électronique,1,402.77,402.77
TXN_012284,2023-08-01,CUST_03035,PROD_0106,Tandis que Certainement,Mode,6,342.23,2053.38
TXN_012285,2023-07-17,CUST_00753,PROD_0071,Voiture Souffrance,Beauté,2,271.75,543.5
TXN_012286,2024-06-27,CUST_01681,PROD_0042,Premier Indiquer,Mode,1,268.29,268.29
TXN_012287,2023-04-28,CUST_04189,PROD_0103,Sourire Lit,Beauté,4,332.31,1329.24
TXN_012288,2024-10-18,CUST_03752,PROD_0033,Désespoir Reste,Alimentation,1,156.26,156.26
TXN_012289,2023-07-03,CUST_01667,PROD_0165,Construire Blanc,Beauté,1,483.34,483.34
TXN_012290,2023-01-25,CUST_00464,PROD_0106,Tandis que Certainement,Mode,2,342.23,684.46
TXN_012291,2024-07-24,CUST_04918,PROD_0130,Admettre Un,Beauté,1,423.73,423.73
TXN_012292,2024-10-09,CUST_02787,PROD_0060,Si Retenir,Alimentation,6,344.03,2064.18
TXN_012293,2023-01-17,CUST_03729,PROD_0156,Prévoir Retourner,Sport,2,230.52,461.04
TXN_012294,2024-11-05,CUST_02660,PROD_0137,Profond Offrir,Maison,1,382.15,382.15
TXN_012295,2023-05-22,CUST_03020,PROD_0130,Admettre Un,Beauté,1,423.73,423.73
TXN_012296,2024-01-19,CUST_00290,PROD_0169,Établir Poussière,Maison,1,39.11,39.11
TXN_012297,2024-04-19,CUST_00323,PROD_0144,Jour Importer,Sport,1,36.56,36.56
TXN_012298,2023-10-12,CUST_03866,PROD_0021,Groupe Souhaiter,Mode,5,287.68,1438.4
TXN_012299,2024-09-28,CUST_01414,PROD_0199,Frais Compter,Sport,1,271.82,271.82
TXN_012300,2024-07-05,CUST_03325,PROD_0095,Mourir Hiver,Maison,1,357.12,357.12
TXN_012301,2023-01-14,CUST_00548,PROD_0069,Loi Traiter,Sport,4,278.68,1114.72
TXN_012302,2023-12-14,CUST_02539,PROD_0037,Rideau Dent,Alimentation,2,63.2,126.4
TXN_012303,2024-09-15,CUST_02793,PROD_0098,Blanc Absolument,Mode,2,319.11,638.22
TXN_012304,2024-08-20,CUST_04052,PROD_0055,Haine Dans,Beauté,1,474.78,474.78
TXN_012305,2024-01-29,CUST_01967,PROD_0045,Apporter Espoir,Beauté,1,356.22,356.22
TXN_012306,2024-09-05,CUST_02065,PROD_0046,Selon Rouler,Beauté,3,243.0,729.0
TXN_012307,2024-05-08,CUST_01704,PROD_0038,Proposer Porte,Alimentation,1,353.65,353.65
TXN_012308,2023-08-20,CUST_02386,PROD_0112,Toujours Effort,Beauté,2,77.98,155.96
TXN_012309,2024-04-17,CUST_01249,PROD_0090,Raconter Cuisine,Sport,1,226.05,226.05
TXN_012310,2023-05-28,CUST_02792,PROD_0005,Besoin Mourir,Mode,1,406.54,406.54
TXN_012311,2023-08-01,CUST_04164,PROD_0026,Chute Contraire,Maison,3,445.24,1335.72
TXN_012312,2023-08-24,CUST_02401,PROD_0195,Île Porter,Maison,1,357.14,357.14
TXN_012313,2023-06-19,CUST_01025,PROD_0057,Obliger Marcher,Mode,1,464.02,464.02
TXN_012314,2024-04-14,CUST_04502,PROD_0146,Relever Étudier,Mode,1,37.26,37.26
TXN_012315,2023-03-17,CUST_04308,PROD_0094,Partie Impression,Beauté,1,102.43,102.43
TXN_012316,2023-06-04,CUST_03412,PROD_0033,Désespoir Reste,Alimentation,2,156.26,312.52
TXN_012317,2023-01-08,CUST_02381,PROD_0145,Entraîner Dernier,Mode,2,231.44,462.88
TXN_012318,2024-04-08,CUST_03754,PROD_0129,Parmi Vivre,Électronique,1,33.76,33.76
TXN_012319,2023-01-27,CUST_03690,PROD_0117,Mari Franc,Sport,1,140.95,140.95
TXN_012320,2024-08-29,CUST_03623,PROD_0102,Empire Muet,Alimentation,1,148.34,148.34
TXN_012321,2023-10-14,CUST_04152,PROD_0047,Occuper Couvrir,Beauté,1,302.1,302.1
TXN_012322,2023-08-01,CUST_04949,PROD_0038,Proposer Porte,Alimentation,1,353.65,353.65
TXN_012323,2024-01-20,CUST_03263,PROD_0093,Rejoindre Accompagner,Sport,1,410.85,410.85
TXN_012324,2023-12-07,CUST_04093,PROD_0035,Attacher Leur,Sport,3,128.67,386.01
TXN_012325,2023-01-28,CUST_02950,PROD_0119,Miser Retour,Électronique,1,464.1,464.1
TXN_012326,2024-04-13,CUST_01100,PROD_0063,Agiter Pierre,Sport,2,371.9,743.8
TXN_012327,2023-12-28,CUST_04131,PROD_0017,Aventure Faire,Maison,1,10.05,10.05
TXN_012328,2024-11-08,CUST_01210,PROD_0072,Nombre Absolu,Sport,1,255.62,255.62
TXN_012329,2024-08-07,CUST_03012,PROD_0082,Admettre Soutenir,Électronique,1,365.1,365.1
TXN_012330,2024-04-20,CUST_02893,PROD_0013,Grave Beau,Mode,4,302.84,1211.36
TXN_012331,2023-10-05,CUST_04201,PROD_0080,Établir Beaucoup,Maison,1,93.47,93.47
TXN_012332,2023-08-17,CUST_00626,PROD_0031,Reposer Rouge,Alimentation,1,375.6,375.6
TXN_012333,2023-04-25,CUST_03715,PROD_0028,Partie Lever,Maison,1,108.65,108.65
TXN_012334,2024-09-04,CUST_04867,PROD_0042,Premier Indiquer,Mode,1,268.29,268.29
TXN_012335,2024-09-07,CUST_04824,PROD_0174,Renoncer Naturel,Alimentation,1,499.41,499.41
TXN_012336,2024-03-15,CUST_03018,PROD_0168,Rappeler Moitié,Alimentation,3,325.14,975.42
TXN_012337,2024-02-04,CUST_04896,PROD_0023,Simplement Colline,Beauté,1,461.19,461.19
TXN_012338,2024-02-14,CUST_04314,PROD_0104,Pourquoi Pouvoir,Maison,3,400.56,1201.68
TXN_012339,2023-10-24,CUST_03692,PROD_0076,Vin Prétendre,Maison,1,21.71,21.71
TXN_012340,2023-06-17,CUST_02452,PROD_0163,Animer Déchirer,Alimentation,3,379.42,1138.26
TXN_012341,2024-09-29,CUST_00917,PROD_0175,Vieillard Mon,Électronique,1,185.25,185.25
TXN_012342,2024-02-17,CUST_00194,PROD_0017,Aventure Faire,Maison,2,10.05,20.1
TXN_012343,2024-12-18,CUST_02389,PROD_0132,Couche Même,Sport,1,90.8,90.8
TXN_012344,2024-02-12,CUST_02246,PROD_0171,Ah Tourner,Beauté,2,447.12,894.24
TXN_012345,2024-06-27,CUST_02722,PROD_0105,Effort Quel,Mode,2,256.68,513.36
TXN_012346,2024-09-03,CUST_03356,PROD_0041,Société Éclater,Sport,2,77.32,154.64
TXN_012347,2023-05-17,CUST_04684,PROD_0183,Élever Passé,Sport,1,197.3,197.3
TXN_012348,2024-02-11,CUST_01393,PROD_0200,Année Spectacle,Maison,1,61.1,61.1
TXN_012349,2024-01-08,CUST_03908,PROD_0151,Arrêter Parmi,Mode,3,408.62,1225.86
TXN_012350,2023-10-02,CUST_04721,PROD_0034,Plan Signifier,Mode,2,457.58,915.16
TXN_012351,2024-08-22,CUST_02114,PROD_0056,Drôle Vivre,Alimentation,1,178.24,178.24
TXN_012352,2023-06-02,CUST_04751,PROD_0048,Colon Apprendre,Alimentation,1,334.28,334.28
TXN_012353,2024-01-03,CUST_02717,PROD_0144,Jour Importer,Sport,1,36.56,36.56
TXN_012354,2024-05-15,CUST_04414,PROD_0029,Assez Entrée,Beauté,1,298.21,298.21
TXN_012355,2023-01-04,CUST_01008,PROD_0008,Ville Nord,Sport,5,365.41,1827.05
TXN_012356,2024-03-15,CUST_00025,PROD_0151,Arrêter Parmi,Mode,2,408.62,817.24
TXN_012357,2024-11-11,CUST_02514,PROD_0164,Prendre Retomber,Beauté,5,433.65,2168.25
TXN_012358,2023-05-28,CUST_03451,PROD_0183,Élever Passé,Sport,3,197.3,591.9
TXN_012359,2024-10-18,CUST_04212,PROD_0114,Juste Marcher,Beauté,1,450.22,450.22
TXN_012360,2024-04-20,CUST_02826,PROD_0147,Placer Vieillard,Sport,1,303.34,303.34
TXN_012361,2023-05-13,CUST_03358,PROD_0173,Maintenant Avancer,Maison,1,18.7,18.7
TXN_012362,2024-10-01,CUST_03640,PROD_0034,Plan Signifier,Mode,1,457.58,457.58
TXN_012363,2023-02-24,CUST_04140,PROD_0029,Assez Entrée,Beauté,1,298.21,298.21
TXN_012364,2024-12-28,CUST_01397,PROD_0034,Plan Signifier,Mode,2,457.58,915.16
TXN_012365,2024-04-07,CUST_04429,PROD_0097,Tout Bureau,Électronique,1,313.09,313.09
TXN_012366,2023-06-30,CUST_03497,PROD_0049,Direction Discours,Électronique,1,100.51,100.51
TXN_012367,2024-03-08,CUST_00430,PROD_0076,Vin Prétendre,Maison,1,21.71,21.71
TXN_012368,2024-06-03,CUST_02786,PROD_0152,Poids Système,Électronique,1,395.3,395.3
TXN_012369,2024-11-17,CUST_04531,PROD_0104,Pourquoi Pouvoir,Maison,1,400.56,400.56
TXN_012370,2023-03-15,CUST_01110,PROD_0196,Colon Moitié,Électronique,3,24.41,73.23
TXN_012371,2023-03-05,CUST_03148,PROD_0100,Profiter Abandonner,Mode,1,268.89,268.89
TXN_012372,2024-04-19,CUST_03562,PROD_0073,Pousser Cesser,Maison,4,33.55,134.2
TXN_012373,2023-10-01,CUST_03800,PROD_0110,Joie Roi,Sport,1,297.52,297.52
TXN_012374,2023-07-08,CUST_03558,PROD_0114,Juste Marcher,Beauté,1,450.22,450.22
TXN_012375,2023-08-25,CUST_01756,PROD_0091,Visage Lourd,Sport,1,164.88,164.88
TXN_012376,2023-12-02,CUST_02630,PROD_0081,Plonger Comme,Maison,1,354.16,354.16
TXN_012377,2024-06-06,CUST_02880,PROD_0096,Appuyer Que,Mode,1,364.54,364.54
TXN_012378,2023-08-16,CUST_00028,PROD_0050,Cas Découvrir,Sport,1,106.96,106.96
TXN_012379,2023-02-23,CUST_03814,PROD_0150,Apparaître Relation,Maison,1,377.53,377.53
TXN_012380,2023-09-29,CUST_00208,PROD_0176,Lieu Respecter,Électronique,1,412.22,412.22
TXN_012381,2024-02-09,CUST_04793,PROD_0183,Élever Passé,Sport,5,197.3,986.5
TXN_012382,2023-09-25,CUST_00738,PROD_0171,Ah Tourner,Beauté,1,447.12,447.12
TXN_012383,2024-03-19,CUST_00242,PROD_0157,Combien Paix,Maison,1,372.09,372.09
TXN_012384,2024-09-23,CUST_02091,PROD_0189,Rayon Prison,Maison,1,388.4,388.4
TXN_012385,2023-09-26,CUST_01356,PROD_0116,Existence Sac,Alimentation,1,491.45,491.45
TXN_012386,2024-01-07,CUST_01044,PROD_0059,Fois Le,Électronique,1,307.13,307.13
TXN_012387,2023-01-19,CUST_04594,PROD_0065,Résistance Car,Maison,2,496.2,992.4
TXN_012388,2023-09-30,CUST_00839,PROD_0188,Oeil Cheval,Maison,1,280.51,280.51
TXN_012389,2024-02-29,CUST_00375,PROD_0085,Verre Matin,Électronique,1,402.77,402.77
TXN_012390,2023-10-04,CUST_00696,PROD_0140,Intelligence Tête,Électronique,1,243.72,243.72
TXN_012391,2024-03-14,CUST_01157,PROD_0171,Ah Tourner,Beauté,1,447.12,447.12
TXN_012392,2024-10-04,CUST_00481,PROD_0193,Pensée Avant,Électronique,1,17.83,17.83
TXN_012393,2023-02-19,CUST_02695,PROD_0070,Étage Leur,Mode,1,372.23,372.23
TXN_012394,2024-01-07,CUST_03136,PROD_0160,Marché Quarante,Alimentation,1,217.33,217.33
TXN_012395,2023-09-10,CUST_04133,PROD_0110,Joie Roi,Sport,1,297.52,297.52
TXN_012396,2023-02-26,CUST_04025,PROD_0199,Frais Compter,Sport,1,271.82,271.82
TXN_012397,2024-07-30,CUST_03215,PROD_0042,Premier Indiquer,Mode,1,268.29,268.29
TXN_012398,2024-12-28,CUST_04936,PROD_0132,Couche Même,Sport,1,90.8,90.8
TXN_012399,2024-01-09,CUST_00330,PROD_0068,Minute Envoyer,Beauté,2,45.91,91.82
TXN_012400,2023-03-03,CUST_01967,PROD_0169,Établir Poussière,Maison,1,39.11,39.11
TXN_012401,2024-02-19,CUST_01362,PROD_0196,Colon Moitié,Électronique,1,24.41,24.41
TXN_012402,2024-07-08,CUST_03172,PROD_0145,Entraîner Dernier,Mode,1,231.44,231.44
TXN_012403,2024-09-11,CUST_02506,PROD_0021,Groupe Souhaiter,Mode,1,287.68,287.68
TXN_012404,2023-03-24,CUST_03177,PROD_0085,Verre Matin,Électronique,1,402.77,402.77
TXN_012405,2024-03-20,CUST_02353,PROD_0083,Sueur Leur,Sport,1,149.79,149.79
TXN_012406,2024-03-01,CUST_03313,PROD_0026,Chute Contraire,Maison,1,445.24,445.24
TXN_012407,2023-04-01,CUST_01389,PROD_0087,Saluer Emporter,Alimentation,1,129.76,129.76
TXN_012408,2024-01-30,CUST_03448,PROD_0046,Selon Rouler,Beauté,7,243.0,1701.0
TXN_012409,2023-09-18,CUST_01832,PROD_0162,Meilleur Aucun,Maison,1,471.56,471.56
TXN_012410,2024-03-09,CUST_01960,PROD_0048,Colon Apprendre,Alimentation,1,334.28,334.28
TXN_012411,2024-05-04,CUST_01158,PROD_0142,Prendre De,Maison,6,495.71,2974.26
TXN_012412,2024-09-29,CUST_02258,PROD_0101,Justice Servir,Alimentation,2,179.67,359.34
TXN_012413,2023-08-17,CUST_02893,PROD_0168,Rappeler Moitié,Alimentation,1,325.14,325.14
TXN_012414,2023-10-22,CUST_04649,PROD_0019,Vrai Curiosité,Mode,4,303.85,1215.4
TXN_012415,2024-09-30,CUST_00657,PROD_0082,Admettre Soutenir,Électronique,1,365.1,365.1
TXN_012416,2024-06-06,CUST_01724,PROD_0177,Sable Chasse,Maison,1,43.38,43.38
TXN_012417,2024-08-09,CUST_00319,PROD_0165,Construire Blanc,Beauté,3,483.34,1450.02
TXN_012418,2024-10-24,CUST_03348,PROD_0137,Profond Offrir,Maison,4,382.15,1528.6
TXN_012419,2024-10-21,CUST_00229,PROD_0149,Oeuvre Votre,Alimentation,1,115.16,115.16
TXN_012420,2023-10-06,CUST_01098,PROD_0194,Article Résister,Électronique,2,371.91,743.82
TXN_012421,2024-07-21,CUST_03044,PROD_0153,Salle Sembler,Maison,1,477.02,477.02
TXN_012422,2024-01-12,CUST_01411,PROD_0012,Puissance Calmer,Mode,1,219.94,219.94
TXN_012423,2023-08-31,CUST_03637,PROD_0161,Âme Bon,Beauté,1,26.28,26.28
TXN_012424,2023-07-02,CUST_04544,PROD_0112,Toujours Effort,Beauté,2,77.98,155.96
TXN_012425,2024-07-10,CUST_02851,PROD_0175,Vieillard Mon,Électronique,2,185.25,370.5
TXN_012426,2024-08-04,CUST_01940,PROD_0057,Obliger Marcher,Mode,1,464.02,464.02
TXN_012427,2024-02-28,CUST_04332,PROD_0182,Cacher Falloir,Mode,1,251.52,251.52
TXN_012428,2023-02-08,CUST_03894,PROD_0113,Douleur Humain,Beauté,1,236.9,236.9
TXN_012429,2023-08-29,CUST_04319,PROD_0057,Obliger Marcher,Mode,1,464.02,464.02
TXN_012430,2024-02-28,CUST_00227,PROD_0174,Renoncer Naturel,Alimentation,8,499.41,3995.28
TXN_012431,2023-08-13,CUST_03436,PROD_0112,Toujours Effort,Beauté,10,77.98,779.8
TXN_012432,2023-07-09,CUST_00186,PROD_0146,Relever Étudier,Mode,1,37.26,37.26
TXN_012433,2023-05-23,CUST_02573,PROD_0036,Mêler Appel,Sport,1,451.08,451.08
TXN_012434,2024-02-24,CUST_00437,PROD_0136,Mener Encore,Sport,2,331.06,662.12
TXN_012435,2024-08-21,CUST_00264,PROD_0193,Pensée Avant,Électronique,1,17.83,17.83
TXN_012436,2023-09-26,CUST_03693,PROD_0135,Près Étoile,Sport,1,161.88,161.88
TXN_012437,2023-03-16,CUST_00120,PROD_0017,Aventure Faire,Maison,1,10.05,10.05
TXN_012438,2024-09-01,CUST_04448,PROD_0183,Élever Passé,Sport,3,197.3,591.9
TXN_012439,2023-01-20,CUST_02848,PROD_0022,Jeter Couche,Alimentation,1,428.51,428.51
TXN_012440,2024-12-01,CUST_01409,PROD_0077,Projet Voisin,Électronique,1,190.14,190.14
TXN_012441,2024-11-10,CUST_00148,PROD_0170,Attitude Journée,Électronique,1,310.86,310.86
TXN_012442,2024-12-24,CUST_01577,PROD_0015,Exister Million,Électronique,2,195.84,391.68
TXN_012443,2024-06-15,CUST_03425,PROD_0097,Tout Bureau,Électronique,2,313.09,626.18
TXN_012444,2023-03-23,CUST_02676,PROD_0108,Apprendre Rapporter,Sport,1,421.21,421.21
TXN_012445,2024-01-18,CUST_01534,PROD_0085,Verre Matin,Électronique,2,402.77,805.54
TXN_012446,2024-03-02,CUST_01521,PROD_0136,Mener Encore,Sport,1,331.06,331.06
TXN_012447,2023-08-09,CUST_01478,PROD_0031,Reposer Rouge,Alimentation,1,375.6,375.6
TXN_012448,2023-07-25,CUST_03604,PROD_0115,Sourire Aucun,Électronique,1,479.83,479.83
TXN_012449,2023-05-06,CUST_02442,PROD_0026,Chute Contraire,Maison,1,445.24,445.24
TXN_012450,2024-07-13,CUST_04127,PROD_0192,École Suffire,Beauté,2,484.85,969.7
TXN_012451,2024-06-24,CUST_01128,PROD_0057,Obliger Marcher,Mode,2,464.02,928.04
TXN_012452,2023-07-20,CUST_03950,PROD_0180,Préparer Quelque,Alimentation,2,370.13,740.26
TXN_012453,2024-03-31,CUST_01658,PROD_0175,Vieillard Mon,Électronique,1,185.25,185.25
TXN_012454,2024-09-01,CUST_04392,PROD_0164,Prendre Retomber,Beauté,2,433.65,867.3
TXN_012455,2023-02-16,CUST_04574,PROD_0023,Simplement Colline,Beauté,1,461.19,461.19
TXN_012456,2023-05-19,CUST_00026,PROD_0169,Établir Poussière,Maison,1,39.11,39.11
TXN_012457,2024-08-19,CUST_01861,PROD_0064,Poche Davantage,Électronique,1,248.09,248.09
TXN_012458,2024-01-17,CUST_01850,PROD_0044,Absolu Affaire,Maison,1,400.42,400.42
TXN_012459,2023-04-14,CUST_04546,PROD_0055,Haine Dans,Beauté,1,474.78,474.78
TXN_012460,2024-03-12,CUST_00758,PROD_0034,Plan Signifier,Mode,2,457.58,915.16
TXN_012461,2024-06-09,CUST_04787,PROD_0098,Blanc Absolument,Mode,1,319.11,319.11
TXN_012462,2023-10-06,CUST_02952,PROD_0127,Désir Chant,Beauté,1,15.56,15.56
TXN_012463,2023-02-10,CUST_00356,PROD_0079,Odeur Transformer,Beauté,1,309.88,309.88
TXN_012464,2023-05-10,CUST_03380,PROD_0110,Joie Roi,Sport,1,297.52,297.52
TXN_012465,2023-01-24,CUST_02390,PROD_0005,Besoin Mourir,Mode,1,406.54,406.54
TXN_012466,2024-04-16,CUST_03534,PROD_0096,Appuyer Que,Mode,2,364.54,729.08
TXN_012467,2023-02-25,CUST_00094,PROD_0069,Loi Traiter,Sport,1,278.68,278.68
TXN_012468,2023-09-12,CUST_02003,PROD_0061,Même Envelopper,Beauté,4,433.23,1732.92
TXN_012469,2024-05-17,CUST_02926,PROD_0163,Animer Déchirer,Alimentation,1,379.42,379.42
TXN_012470,2023-07-09,CUST_04026,PROD_0037,Rideau Dent,Alimentation,1,63.2,63.2
TXN_012471,2024-10-02,CUST_01054,PROD_0073,Pousser Cesser,Maison,4,33.55,134.2
TXN_012472,2024-01-13,CUST_01733,PROD_0160,Marché Quarante,Alimentation,6,217.33,1303.98
TXN_012473,2024-02-28,CUST_01332,PROD_0100,Profiter Abandonner,Mode,4,268.89,1075.56
TXN_012474,2024-08-20,CUST_02083,PROD_0111,Lutte Guerre,Électronique,1,234.95,234.95
TXN_012475,2023-02-11,CUST_03908,PROD_0017,Aventure Faire,Maison,1,10.05,10.05
TXN_012476,2023-05-30,CUST_02972,PROD_0007,Découvrir Obéir,Alimentation,1,59.25,59.25
TXN_012477,2023-07-22,CUST_00681,PROD_0026,Chute Contraire,Maison,1,445.24,445.24
TXN_012478,2023-05-12,CUST_04514,PROD_0172,Rien Précéder,Mode,1,444.62,444.62
TXN_012479,2023-07-22,CUST_04531,PROD_0072,Nombre Absolu,Sport,2,255.62,511.24
TXN_012480,2024-08-28,CUST_03117,PROD_0159,Dur Pluie,Maison,1,8.88,8.88
TXN_012481,2024-04-26,CUST_01492,PROD_0151,Arrêter Parmi,Mode,5,408.62,2043.1
TXN_012482,2023-11-12,CUST_03230,PROD_0112,Toujours Effort,Beauté,1,77.98,77.98
TXN_012483,2024-01-20,CUST_04232,PROD_0089,Baisser Grâce,Beauté,3,486.01,1458.03
TXN_012484,2024-05-24,CUST_03412,PROD_0133,Oser Action,Beauté,4,119.5,478.0
TXN_012485,2023-01-22,CUST_02107,PROD_0016,Prêt Amuser,Beauté,1,98.49,98.49
TXN_012486,2023-06-27,CUST_03919,PROD_0181,Médecin Prix,Mode,1,308.74,308.74
TXN_012487,2023-07-31,CUST_03760,PROD_0171,Ah Tourner,Beauté,1,447.12,447.12
TXN_012488,2023-08-12,CUST_02424,PROD_0131,Étonner Relation,Alimentation,1,25.64,25.64
TXN_012489,2023-09-07,CUST_03633,PROD_0048,Colon Apprendre,Alimentation,3,334.28,1002.84
TXN_012490,2023-08-19,CUST_00946,PROD_0148,Presser Face,Sport,1,369.68,369.68
TXN_012491,2023-12-12,CUST_00307,PROD_0026,Chute Contraire,Maison,4,445.24,1780.96
TXN_012492,2024-08-11,CUST_04681,PROD_0019,Vrai Curiosité,Mode,4,303.85,1215.4
TXN_012493,2023-10-10,CUST_01629,PROD_0055,Haine Dans,Beauté,1,474.78,474.78
TXN_012494,2024-03-08,CUST_02147,PROD_0180,Préparer Quelque,Alimentation,3,370.13,1110.39
TXN_012495,2023-09-06,CUST_01100,PROD_0187,Ainsi Capable,Alimentation,1,330.23,330.23
TXN_012496,2024-04-29,CUST_01160,PROD_0157,Combien Paix,Maison,1,372.09,372.09
TXN_012497,2023-12-21,CUST_03798,PROD_0165,Construire Blanc,Beauté,1,483.34,483.34
TXN_012498,2024-11-04,CUST_04161,PROD_0039,Étrange Briser,Maison,1,195.37,195.37
TXN_012499,2023-07-07,CUST_04162,PROD_0029,Assez Entrée,Beauté,6,298.21,1789.26
TXN_012500,2023-01-16,CUST_00939,PROD_0107,Gauche Mot,Électronique,6,448.76,2692.56
TXN_012501,2024-06-04,CUST_01528,PROD_0194,Article Résister,Électronique,1,371.91,371.91
TXN_012502,2023-11-29,CUST_04481,PROD_0196,Colon Moitié,Électronique,6,24.41,146.46
TXN_012503,2024-05-13,CUST_02643,PROD_0153,Salle Sembler,Maison,1,477.02,477.02
TXN_012504,2023-09-15,CUST_00708,PROD_0021,Groupe Souhaiter,Mode,1,287.68,287.68
TXN_012505,2024-06-21,CUST_03181,PROD_0075,Trou Commencement,Maison,1,422.46,422.46
TXN_012506,2023-01-18,CUST_00166,PROD_0073,Pousser Cesser,Maison,1,33.55,33.55
TXN_012507,2024-07-13,CUST_04837,PROD_0086,Voiture Regarder,Électronique,1,30.04,30.04
TXN_012508,2023-01-01,CUST_04586,PROD_0008,Ville Nord,Sport,1,365.41,365.41
TXN_012509,2023-12-06,CUST_03835,PROD_0130,Admettre Un,Beauté,1,423.73,423.73
TXN_012510,2024-12-25,CUST_02792,PROD_0098,Blanc Absolument,Mode,1,319.11,319.11
TXN_012511,2024-10-25,CUST_02084,PROD_0158,Interroger Votre,Alimentation,1,406.46,406.46
TXN_012512,2023-11-09,CUST_01850,PROD_0108,Apprendre Rapporter,Sport,1,421.21,421.21
TXN_012513,2024-10-24,CUST_00318,PROD_0159,Dur Pluie,Maison,1,8.88,8.88
TXN_012514,2023-01-18,CUST_03389,PROD_0033,Désespoir Reste,Alimentation,1,156.26,156.26
TXN_012515,2023-04-03,CUST_00454,PROD_0063,Agiter Pierre,Sport,1,371.9,371.9
TXN_012516,2023-09-15,CUST_00649,PROD_0131,Étonner Relation,Alimentation,1,25.64,25.64
TXN_012517,2023-06-10,CUST_03210,PROD_0083,Sueur Leur,Sport,1,149.79,149.79
TXN_012518,2023-10-19,CUST_04474,PROD_0043,Veille Menacer,Mode,4,11.42,45.68
TXN_012519,2024-03-18,CUST_01440,PROD_0132,Couche Même,Sport,2,90.8,181.6
TXN_012520,2024-07-07,CUST_01564,PROD_0181,Médecin Prix,Mode,3,308.74,926.22
TXN_012521,2023-01-20,CUST_00367,PROD_0033,Désespoir Reste,Alimentation,3,156.26,468.78
TXN_012522,2023-03-04,CUST_02422,PROD_0137,Profond Offrir,Maison,2,382.15,764.3
TXN_012523,2023-07-23,CUST_02588,PROD_0126,Plus Prétendre,Sport,2,154.64,309.28
TXN_012524,2024-06-05,CUST_03047,PROD_0101,Justice Servir,Alimentation,4,179.67,718.68
TXN_012525,2023-06-21,CUST_02891,PROD_0137,Profond Offrir,Maison,1,382.15,382.15
TXN_012526,2023-01-28,CUST_01970,PROD_0054,Rien Avant,Beauté,6,442.03,2652.18
TXN_012527,2024-12-27,CUST_02239,PROD_0058,Début Voyage,Mode,4,306.85,1227.4
TXN_012528,2023-08-07,CUST_00452,PROD_0190,Puisque Mon,Beauté,4,154.06,616.24
TXN_012529,2024-05-17,CUST_04997,PROD_0052,Éclairer Ce,Maison,5,389.33,1946.65
TXN_012530,2024-03-28,CUST_01170,PROD_0182,Cacher Falloir,Mode,2,251.52,503.04
TXN_012531,2023-09-05,CUST_03300,PROD_0121,Arrière Exiger,Beauté,2,48.61,97.22
TXN_012532,2024-07-02,CUST_02849,PROD_0048,Colon Apprendre,Alimentation,7,334.28,2339.96
TXN_012533,2024-12-22,CUST_01981,PROD_0130,Admettre Un,Beauté,4,423.73,1694.92
TXN_012534,2024-04-01,CUST_04921,PROD_0070,Étage Leur,Mode,1,372.23,372.23
TXN_012535,2024-10-11,CUST_03224,PROD_0173,Maintenant Avancer,Maison,2,18.7,37.4
TXN_012536,2024-08-10,CUST_04906,PROD_0142,Prendre De,Maison,1,495.71,495.71
TXN_012537,2024-09-07,CUST_04646,PROD_0169,Établir Poussière,Maison,1,39.11,39.11
TXN_012538,2023-02-15,CUST_02211,PROD_0189,Rayon Prison,Maison,1,388.4,388.4
TXN_012539,2024-08-02,CUST_03450,PROD_0181,Médecin Prix,Mode,7,308.74,2161.18
TXN_012540,2024-01-17,CUST_03296,PROD_0134,Champ Haut,Maison,1,464.74,464.74
