customer_id,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,RFM_total,segment
13564,2010-12-20 16:50:00,2,965.7800000000001,353,1,2,4,124,7,Endormis
13565,2011-11-20 14:33:00,2,240.22,18,4,2,2,422,8,Nouveaux prometteurs
13566,2011-10-30 11:59:00,2,864.76,40,3,2,4,324,9,Occasionnels
13568,2011-06-19 14:42:00,1,182.9,172,2,1,1,211,4,Endormis
13569,2011-11-22 13:07:00,2,327.05,16,4,2,2,422,8,Nouveaux prometteurs
13570,2011-04-10 13:36:00,1,219.59,242,1,1,2,112,4,Endormis
13571,2011-11-27 10:47:00,12,2039.72,12,5,5,5,555,15,Champions
13572,2011-05-18 11:59:00,1,1251.8500000000001,205,1,1,4,114,6,Endormis
13573,2011-10-20 14:33:00,2,269.4,49,3,2,2,322,7,Occasionnels
13575,2011-11-16 13:14:00,5,690.47,22,4,4,3,443,11,Fidèles
13576,2011-11-29 15:34:00,18,6594.24,9,5,5,5,555,15,Champions
13577,2011-11-14 15:19:00,4,1675.1000000000001,24,4,4,4,444,12,Champions
13579,2011-11-25 08:41:00,2,458.09000000000003,14,4,2,3,423,9,Nouveaux prometteurs
13581,2011-02-03 14:41:00,1,96.7,308,1,1,1,111,3,Endormis
13583,2011-07-07 10:40:00,1,761.13,155,2,1,3,213,6,Endormis
13584,2011-02-06 12:49:00,1,75.75,306,1,1,1,111,3,Endormis
13587,2011-10-07 12:31:00,1,413.0,63,3,1,2,312,6,Occasionnels
13588,2011-11-24 10:42:00,9,2428.05,15,4,5,5,455,14,Champions
13589,2011-11-25 12:10:00,2,256.05,14,4,2,2,422,8,Nouveaux prometteurs
13590,2011-11-28 12:54:00,6,1956.42,10,5,5,5,555,15,Champions
13591,2011-10-06 12:26:00,3,859.08,64,3,3,4,334,10,Moyens
13592,2011-11-04 09:49:00,3,159.51,35,3,3,1,331,7,Moyens
13593,2011-08-23 13:35:00,5,1679.68,107,2,4,4,244,10,Fidèles
13594,2011-10-18 10:19:00,1,396.97,52,3,1,2,312,6,Occasionnels
13596,2011-12-04 12:01:00,2,644.59,5,5,2,3,523,10,Nouveaux prometteurs
13598,2011-10-23 14:28:00,1,141.92000000000002,46,3,1,1,311,5,Occasionnels
13599,2011-12-08 16:10:00,21,4919.12,0,5,5,5,555,15,Champions
13600,2011-01-31 15:27:00,1,174.67000000000002,311,1,1,1,111,3,Endormis
13601,2011-10-25 17:31:00,2,693.32,44,3,2,3,323,8,Occasionnels
13602,2011-10-06 11:47:00,1,428.89,64,3,1,3,313,7,Occasionnels
13603,2011-11-13 15:57:00,1,129.44,25,4,1,1,411,6,Nouveaux prometteurs
13606,2011-11-10 17:46:00,3,252.84,28,4,3,2,432,9,Moyens
13607,2011-10-30 16:17:00,1,613.86,39,3,1,3,313,7,Occasionnels
13610,2011-11-27 15:38:00,7,1036.68,11,5,5,4,554,14,Champions
13611,2011-09-11 14:51:00,3,1171.8,88,2,3,4,234,9,À risque
13614,2011-11-15 14:47:00,4,1166.01,23,4,4,4,444,12,Champions
13615,2011-01-25 08:21:00,1,417.69,318,1,1,2,112,4,Endormis
13617,2011-10-30 13:50:00,3,531.43,39,3,3,3,333,9,Moyens
13618,2011-06-19 11:09:00,1,177.34,173,2,1,1,211,4,Endormis
13621,2011-08-15 08:26:00,1,213.85,116,2,1,1,211,4,Endormis
13623,2011-11-09 12:00:00,5,462.33,30,4,4,3,443,11,Fidèles
13626,2011-04-01 10:05:00,1,257.23,252,1,1,2,112,4,Endormis
13627,2011-10-11 14:20:00,5,1526.07,58,3,4,4,344,11,Fidèles
13629,2011-11-16 13:21:00,11,7737.01,22,4,5,5,455,14,Champions
13630,2011-12-04 15:16:00,7,1980.78,4,5,5,5,555,15,Champions
13631,2011-09-01 09:57:00,10,2220.42,99,2,5,5,255,12,Fidèles
13632,2011-11-15 10:51:00,5,2068.7200000000003,24,4,4,5,445,13,Champions
13634,2011-11-06 13:40:00,5,1407.8600000000001,32,4,4,4,444,12,Champions
13635,2011-10-03 10:55:00,1,1047.13,67,3,1,4,314,8,Occasionnels
13636,2011-11-03 10:30:00,5,759.47,36,3,4,3,343,10,Fidèles
13637,2011-10-18 13:32:00,3,765.1,51,3,3,3,333,9,Moyens
13638,2011-11-24 10:38:00,1,97.14,15,4,1,1,411,6,Nouveaux prometteurs
13639,2011-09-26 13:36:00,1,1033.34,73,2,1,4,214,7,Endormis
13642,2011-05-08 12:34:00,1,276.5,215,1,1,2,112,4,Endormis
13643,2011-11-08 15:37:00,3,468.44,30,4,3,3,433,10,Moyens
13644,2011-11-23 14:07:00,4,2303.81,15,4,4,5,445,13,Champions
13645,2011-08-11 16:11:00,1,232.2,119,2,1,2,212,5,Endormis
13647,2011-11-30 12:00:00,4,1541.92,9,5,4,4,544,13,Champions
13649,2011-03-28 11:51:00,2,333.85,256,1,2,2,122,5,Endormis
13650,2011-11-23 12:22:00,6,1599.0900000000001,16,4,5,4,454,13,Champions
13651,2011-10-31 12:11:00,1,79.2,39,3,1,1,311,5,Occasionnels
13652,2011-10-25 08:51:00,3,1095.08,45,3,3,4,334,10,Moyens
13654,2011-10-27 16:24:00,6,2446.93,42,3,5,5,355,13,Fidèles
13655,2011-08-17 14:25:00,2,785.62,113,2,2,3,223,7,Endormis
13656,2011-06-28 10:31:00,2,359.75,164,2,2,2,222,6,Endormis
13657,2011-11-29 12:32:00,2,367.14,10,5,2,2,522,9,Nouveaux prometteurs
13658,2011-11-30 10:13:00,5,2030.27,9,5,4,5,545,14,Champions
13659,2011-05-18 12:37:00,2,1347.15,205,1,2,4,124,7,Endormis
13662,2011-09-15 12:04:00,3,736.46,85,2,3,3,233,8,À risque
13663,2011-06-13 15:44:00,1,189.47,178,1,1,1,111,3,Endormis
13666,2011-10-10 15:39:00,3,67.65,59,3,3,1,331,7,Moyens
13667,2011-07-13 15:42:00,1,258.17,148,2,1,2,212,5,Endormis
13668,2011-12-07 12:11:00,21,6131.89,2,5,5,5,555,15,Champions
13669,2011-10-20 09:32:00,2,205.8,50,3,2,1,321,6,Occasionnels
13670,2011-09-25 15:25:00,1,349.7,74,2,1,2,212,5,Endormis
13672,2011-02-11 13:53:00,2,186.39000000000001,300,1,2,1,121,4,Endormis
13673,2011-11-21 12:11:00,2,307.27,18,4,2,2,422,8,Nouveaux prometteurs
13675,2011-07-11 12:57:00,2,486.82000000000005,150,2,2,3,223,7,Endormis
13678,2011-07-11 10:14:00,1,232.6,151,2,1,2,212,5,Endormis
13680,2011-12-08 13:47:00,4,3702.52,0,5,4,5,545,14,Champions
13681,2011-11-22 11:13:00,4,827.83,17,4,4,3,443,11,Fidèles
13682,2011-06-05 14:06:00,1,34.0,186,1,1,1,111,3,Endormis
13684,2011-02-27 10:13:00,1,67.23,285,1,1,1,111,3,Endormis
13685,2011-12-07 11:41:00,7,3119.44,2,5,5,5,555,15,Champions
13686,2011-06-10 09:10:00,1,72.0,182,1,1,1,111,3,Endormis
13689,2011-10-07 13:21:00,1,910.0,62,3,1,4,314,8,Occasionnels
13690,2011-10-11 15:03:00,1,97.5,58,3,1,1,311,5,Occasionnels
13692,2011-11-15 11:17:00,2,1394.52,24,4,2,4,424,10,Nouveaux prometteurs
13694,2011-12-06 09:32:00,50,64185.82,3,5,5,5,555,15,Champions
13695,2011-11-08 14:26:00,15,2444.13,30,4,5,5,455,14,Champions
13697,2011-11-01 09:14:00,1,151.3,38,3,1,1,311,5,Occasionnels
13699,2011-07-07 16:51:00,1,308.58000000000004,154,2,1,2,212,5,Endormis
13700,2011-11-13 13:00:00,10,2256.62,25,4,5,5,455,14,Champions
13704,2011-12-04 15:13:00,9,1915.56,4,5,5,5,555,15,Champions
13705,2011-12-02 12:32:00,3,546.86,7,5,3,3,533,11,Moyens
13706,2011-02-10 09:21:00,1,290.89000000000004,302,1,1,2,112,4,Endormis
13707,2011-03-17 18:03:00,2,673.16,266,1,2,3,123,6,Endormis
13708,2011-03-13 13:46:00,1,285.93,270,1,1,2,112,4,Endormis
13709,2011-12-06 10:28:00,13,5651.05,3,5,5,5,555,15,Champions
13710,2011-11-08 08:16:00,1,180.48,31,4,1,1,411,6,Nouveaux prometteurs
13711,2011-05-05 10:31:00,2,232.16000000000003,218,1,2,2,122,5,Endormis
13712,2011-04-07 12:33:00,1,228.84,246,1,1,2,112,4,Endormis
13715,2011-03-03 19:21:00,5,1079.34,280,1,4,4,144,9,Fidèles
13716,2011-03-15 13:49:00,1,138.28,268,1,1,1,111,3,Endormis
13717,2011-11-07 14:13:00,6,1313.36,31,4,5,4,454,13,Champions
13718,2011-04-07 13:24:00,2,268.3,245,1,2,2,122,5,Endormis
13719,2011-11-24 15:26:00,5,981.83,14,4,4,4,444,12,Champions
13720,2011-08-15 12:46:00,4,765.0,116,2,4,3,243,9,Fidèles
13721,2011-11-03 14:05:00,1,503.34000000000003,35,3,1,3,313,7,Occasionnels
13722,2011-07-31 12:44:00,3,2065.16,131,2,3,5,235,10,À risque
13723,2011-05-06 17:04:00,1,150.10000000000002,216,1,1,1,111,3,Endormis
13725,2011-10-21 10:03:00,7,1321.66,49,3,5,4,354,12,Fidèles
13726,2011-11-01 10:49:00,2,1079.66,38,3,2,4,324,9,Occasionnels
13727,2011-11-11 09:46:00,2,333.48,28,4,2,2,422,8,Nouveaux prometteurs
13728,2011-11-03 10:49:00,6,965.14,36,3,5,4,354,12,Fidèles
13730,2011-07-27 08:35:00,2,578.35,135,2,2,3,223,7,Endormis
13731,2011-05-04 14:33:00,2,511.59000000000003,218,1,2,3,123,6,Endormis
13732,2011-11-11 15:49:00,1,491.86,27,4,1,3,413,8,Nouveaux prometteurs
13735,2011-11-15 11:14:00,4,2120.69,24,4,4,5,445,13,Champions
13736,2011-12-04 15:19:00,2,574.0,4,5,2,3,523,10,Nouveaux prometteurs
13737,2011-05-23 16:32:00,1,291.4,199,1,1,2,112,4,Endormis
13739,2011-11-21 13:35:00,1,216.9,17,4,1,1,411,6,Nouveaux prometteurs
13740,2011-04-13 10:32:00,1,350.75,240,1,1,2,112,4,Endormis
13741,2011-09-29 09:19:00,3,469.23,71,2,3,3,233,8,À risque
13742,2011-11-23 11:07:00,12,2121.37,16,4,5,5,455,14,Champions
13743,2011-12-07 10:09:00,7,1341.6,2,5,5,4,554,14,Champions
13744,2011-09-05 15:19:00,2,1096.86,94,2,2,4,224,8,Endormis
13745,2011-06-30 16:43:00,1,300.04,161,2,1,2,212,5,Endormis
13748,2011-09-05 09:45:00,5,854.6,95,2,4,4,244,10,Fidèles
13750,2011-10-17 12:16:00,5,1647.26,53,3,4,4,344,11,Fidèles
13751,2011-02-24 15:56:00,1,296.25,287,1,1,2,112,4,Endormis
13752,2011-08-07 14:16:00,6,1042.58,123,2,5,4,254,11,Fidèles
13753,2011-02-25 12:48:00,1,741.26,287,1,1,3,113,5,Endormis
13754,2011-07-11 11:51:00,2,238.8,151,2,2,2,222,6,Endormis
13755,2011-12-06 12:26:00,9,1813.65,3,5,5,4,554,14,Champions
13756,2011-12-07 16:44:00,14,5124.72,1,5,5,5,555,15,Champions
13758,2011-11-28 11:11:00,7,2992.05,11,5,5,5,555,15,Champions
13759,2011-11-06 14:47:00,2,614.01,32,4,2,3,423,9,Nouveaux prometteurs
13760,2011-10-16 16:13:00,2,286.79,53,3,2,2,322,7,Occasionnels
13761,2011-10-20 14:01:00,2,1070.65,49,3,2,4,324,9,Occasionnels
13762,2011-05-05 09:15:00,1,306.72,218,1,1,2,112,4,Endormis
13763,2011-10-07 15:13:00,1,1714.96,62,3,1,4,314,8,Occasionnels
13764,2011-09-30 12:03:00,3,1416.8600000000001,70,3,3,4,334,10,Moyens
13767,2011-12-07 15:00:00,37,15412.960000000001,1,5,5,5,555,15,Champions
13769,2011-12-07 15:08:00,10,2675.51,1,5,5,5,555,15,Champions
13771,2011-10-06 14:18:00,4,2604.7,63,3,4,5,345,12,Fidèles
13772,2011-11-06 11:43:00,3,1059.83,33,3,3,4,334,10,Moyens
13774,2011-09-19 12:06:00,1,330.05,81,2,1,2,212,5,Endormis
13777,2011-12-09 12:25:00,33,25964.41,0,5,5,5,555,15,Champions
13778,2011-08-28 15:25:00,1,178.7,102,2,1,1,211,4,Endormis
13780,2011-12-02 13:49:00,2,333.11,6,5,2,2,522,9,Nouveaux prometteurs
13781,2011-04-03 12:08:00,1,92.39,250,1,1,1,111,3,Endormis
13782,2011-11-27 11:54:00,6,780.0,12,5,5,3,553,13,Fidèles
13784,2011-11-30 09:33:00,11,2198.34,9,5,5,5,555,15,Champions
13786,2010-12-07 13:53:00,1,230.4,366,1,1,2,112,4,Endormis
13787,2011-09-25 12:06:00,2,286.59,75,2,2,2,222,6,Endormis
13790,2011-12-05 15:48:00,1,348.79999999999995,3,5,1,2,512,8,Nouveaux prometteurs
13791,2011-08-04 11:44:00,2,1516.0,127,2,2,4,224,8,Endormis
13792,2011-10-04 14:31:00,2,183.05,65,3,2,1,321,6,Occasionnels
13798,2011-12-08 15:51:00,57,35862.85,0,5,5,5,555,15,Champions
13799,2011-08-15 12:07:00,2,649.0600000000001,116,2,2,3,223,7,Endormis
13800,2011-02-03 12:27:00,1,486.62,309,1,1,3,113,5,Endormis
13801,2011-10-04 10:15:00,1,263.0,66,3,1,2,312,6,Occasionnels
13802,2011-07-24 10:54:00,3,4126.92,138,2,3,5,235,10,À risque
13803,2011-03-29 12:57:00,1,277.07,254,1,1,2,112,4,Endormis
13804,2011-11-09 12:32:00,7,2406.4900000000002,30,4,5,5,455,14,Champions
13805,2011-10-18 14:50:00,2,924.5999999999999,51,3,2,4,324,9,Occasionnels
13806,2011-10-07 11:43:00,1,218.13000000000002,63,3,1,1,311,5,Occasionnels
13807,2010-12-07 15:48:00,1,112.6,366,1,1,1,111,3,Endormis
13808,2011-12-04 12:18:00,5,1485.56,5,5,4,4,544,13,Champions
13809,2011-02-07 13:15:00,1,84.15,304,1,1,1,111,3,Endormis
13810,2011-11-11 08:33:00,2,625.0600000000001,28,4,2,3,423,9,Nouveaux prometteurs
13811,2011-06-09 09:54:00,2,519.75,183,1,2,3,123,6,Endormis
13812,2011-10-28 14:27:00,3,468.0,41,3,3,3,333,9,Moyens
13813,2011-10-31 10:38:00,4,1097.96,39,3,4,4,344,11,Fidèles
13814,2011-09-08 13:48:00,2,1420.62,91,2,2,4,224,8,Endormis
13815,2011-11-17 14:19:00,4,3547.56,21,4,4,5,445,13,Champions
13816,2011-11-16 08:38:00,2,459.72,23,4,2,3,423,9,Nouveaux prometteurs
13817,2011-11-10 17:49:00,2,328.98,28,4,2,2,422,8,Nouveaux prometteurs
13819,2011-02-11 10:38:00,3,1114.85,301,1,3,4,134,8,À risque
13821,2011-07-18 09:49:00,2,321.89,144,2,2,2,222,6,Endormis
13822,2011-12-04 12:13:00,2,582.7,5,5,2,3,523,10,Nouveaux prometteurs
13823,2011-11-21 10:22:00,2,923.66,18,4,2,4,424,10,Nouveaux prometteurs
13824,2011-11-07 12:41:00,5,1630.94,32,4,4,4,444,12,Champions
13826,2011-06-16 13:48:00,1,102.3,175,2,1,1,211,4,Endormis
13827,2011-10-13 12:38:00,3,264.05,57,3,3,2,332,8,Moyens
13828,2011-11-17 16:02:00,1,209.49,21,4,1,1,411,6,Nouveaux prometteurs
13831,2011-11-23 15:41:00,6,1693.69,15,4,5,4,454,13,Champions
13832,2011-11-20 15:36:00,1,52.2,18,4,1,1,411,6,Nouveaux prometteurs
13833,2011-07-03 13:27:00,1,322.4,158,2,1,2,212,5,Endormis
13835,2011-11-14 15:37:00,4,787.77,24,4,4,3,443,11,Fidèles
13837,2011-05-12 12:10:00,2,271.24,211,1,3,2,132,6,Moyens
13838,2011-12-04 11:00:00,4,575.58,5,5,4,3,543,12,Fidèles
13841,2011-04-01 12:10:00,1,85.0,252,1,1,1,111,3,Endormis
13842,2011-10-12 10:51:00,9,2789.57,58,3,5,5,355,13,Fidèles
13844,2011-11-28 13:21:00,1,361.62,10,5,1,2,512,8,Nouveaux prometteurs
13845,2011-10-06 08:25:00,1,312.98,64,3,1,2,312,6,Occasionnels
13846,2011-11-15 12:07:00,3,782.6600000000001,24,4,3,3,433,10,Moyens
13848,2011-09-08 12:58:00,3,1255.0,91,2,3,4,234,9,À risque
13849,2011-10-19 10:59:00,2,1373.05,51,3,3,4,334,10,Moyens
13850,2011-08-02 14:04:00,1,1510.78,128,2,1,4,214,7,Endormis
13851,2011-09-05 12:36:00,3,2580.56,95,2,3,5,235,10,À risque
13853,2011-10-13 14:18:00,1,795.34,56,3,1,3,313,7,Occasionnels
13854,2011-12-01 09:06:00,25,5003.92,8,5,5,5,555,15,Champions
13856,2011-06-24 10:03:00,3,388.5,168,2,3,2,232,7,Moyens
13858,2011-10-13 16:17:00,1,199.17000000000002,56,3,1,1,311,5,Occasionnels
13859,2011-01-17 16:14:00,1,172.76,325,1,1,1,111,3,Endormis
13860,2011-12-08 12:57:00,5,1116.05,0,5,4,4,544,13,Champions
13862,2011-11-21 16:24:00,8,2158.36,17,4,5,5,455,14,Champions
13863,2011-04-06 10:20:00,1,264.88,247,1,1,2,112,4,Endormis
13865,2011-10-12 13:31:00,4,437.81,57,3,4,3,343,10,Fidèles
13866,2011-09-26 14:54:00,1,145.67,73,2,1,1,211,4,Endormis
13867,2011-11-08 15:48:00,3,911.74,30,4,3,4,434,11,Moyens
13868,2011-12-02 16:32:00,2,3179.79,6,5,3,5,535,13,Moyens
13869,2011-08-08 13:53:00,4,2785.65,122,2,4,5,245,11,Fidèles
13870,2011-12-07 13:23:00,8,2541.54,1,5,5,5,555,15,Champions
13871,2011-11-17 10:49:00,13,5548.05,22,4,5,5,455,14,Champions
13873,2011-08-12 10:08:00,3,339.95,119,2,3,2,232,7,Moyens
13874,2010-12-16 18:20:00,1,329.05,357,1,1,2,112,4,Endormis
13875,2011-10-17 09:36:00,5,1711.64,53,3,4,4,344,11,Fidèles
13876,2011-10-07 10:22:00,1,98.8,63,3,1,1,311,5,Occasionnels
13877,2011-09-14 15:49:00,1,117.24,85,2,1,1,211,4,Endormis
13878,2011-10-16 12:19:00,1,1059.78,54,3,1,4,314,8,Occasionnels
13880,2011-11-18 13:44:00,13,2989.82,20,4,5,5,455,14,Champions
13881,2011-12-06 12:50:00,20,16635.52,3,5,5,5,555,15,Champions
13882,2011-12-07 11:16:00,5,1081.28,2,5,4,4,544,13,Champions
13883,2011-11-29 10:45:00,5,2306.23,10,5,4,5,545,14,Champions
13884,2011-12-02 16:30:00,4,748.0,6,5,4,3,543,12,Fidèles
13885,2011-06-03 15:07:00,2,437.90000000000003,188,1,3,3,133,7,À risque
13886,2011-09-29 13:17:00,1,218.56,70,3,1,2,312,6,Occasionnels
13887,2011-05-19 17:22:00,1,309.75,203,1,1,2,112,4,Endormis
13888,2011-08-12 10:13:00,2,554.88,119,2,3,3,233,8,À risque
13889,2011-09-08 09:13:00,1,416.90000000000003,92,2,1,2,212,5,Endormis
13890,2011-12-08 15:36:00,10,1871.06,0,5,5,5,555,15,Champions
13892,2011-11-13 11:50:00,4,632.97,26,4,4,3,443,11,Fidèles
13893,2011-02-15 11:30:00,1,449.8,297,1,1,3,113,5,Endormis
13894,2011-11-16 09:44:00,3,551.87,23,4,3,3,433,10,Moyens
13895,2011-11-11 16:57:00,4,2510.77,27,4,4,5,445,13,Champions
13897,2011-10-20 14:30:00,1,311.16,49,3,1,2,312,6,Occasionnels
13898,2011-01-18 10:28:00,1,138.93,325,1,1,1,111,3,Endormis
13899,2011-11-23 13:40:00,2,337.52,15,4,3,2,432,9,Moyens
13900,2011-05-31 12:11:00,2,687.75,192,1,3,3,133,7,À risque
13901,2011-09-28 14:48:00,5,2588.55,71,2,4,5,245,11,Fidèles
13904,2011-11-02 13:41:00,2,332.64,36,3,3,2,332,8,Moyens
13908,2011-09-21 11:49:00,4,2268.8,79,2,4,5,245,11,Fidèles
13911,2011-10-13 15:43:00,9,2452.31,56,3,5,5,355,13,Fidèles
13914,2011-11-28 10:35:00,2,613.95,11,5,3,3,533,11,Moyens
13917,2011-10-21 09:56:00,2,252.14000000000001,49,3,3,2,332,8,Moyens
13918,2011-10-21 12:25:00,2,1192.94,49,3,3,4,334,10,Moyens
13919,2011-10-11 14:24:00,2,331.86,58,3,3,2,332,8,Moyens
13922,2010-12-23 10:38:00,1,94.2,351,1,1,1,111,3,Endormis
13923,2011-10-17 12:33:00,1,334.13,53,3,1,2,312,6,Occasionnels
13924,2011-12-08 09:39:00,6,1700.05,1,5,5,4,554,14,Champions
13925,2011-09-08 12:47:00,4,476.1,92,2,4,3,243,9,Fidèles
13926,2011-11-16 13:16:00,1,166.00000000000003,22,4,1,1,411,6,Nouveaux prometteurs
13927,2011-09-26 12:00:00,1,348.99,74,2,1,2,212,5,Endormis
13928,2011-11-29 10:33:00,4,352.37,10,5,4,2,542,11,Fidèles
13929,2011-06-23 15:26:00,2,285.45000000000005,168,2,3,2,232,7,Moyens
13930,2011-10-13 09:45:00,2,337.34,57,3,3,2,332,8,Moyens
13931,2011-09-05 10:12:00,2,982.53,95,2,3,4,234,9,À risque
13932,2011-02-18 12:02:00,1,211.70000000000002,294,1,1,1,111,3,Endormis
13933,2011-08-22 14:03:00,2,608.79,108,2,3,3,233,8,À risque
13934,2011-03-21 08:39:00,1,818.65,263,1,1,3,113,5,Endormis
13936,2011-06-13 08:47:00,1,376.58,179,1,1,2,112,4,Endormis
13937,2011-06-23 16:35:00,1,158.85,168,2,1,1,211,4,Endormis
13938,2011-11-04 14:37:00,1,71.66,34,3,1,1,311,5,Occasionnels
13939,2011-11-16 13:33:00,3,543.05,22,4,3,3,433,10,Moyens
13940,2011-11-22 15:15:00,4,822.14,16,4,4,3,443,11,Fidèles
13941,2011-11-18 09:43:00,5,4945.96,21,4,4,5,445,13,Champions
13946,2011-09-21 13:33:00,3,561.57,78,2,3,3,233,8,À risque
13947,2011-10-05 14:42:00,1,90.60000000000001,64,3,1,1,311,5,Occasionnels
13948,2010-12-14 10:18:00,1,102.0,360,1,1,1,111,3,Endormis
13949,2011-12-07 09:35:00,6,2427.32,2,5,5,5,555,15,Champions
13950,2011-11-28 14:44:00,4,568.76,10,5,4,3,543,12,Fidèles
13951,2011-06-16 16:43:00,3,580.95,175,2,3,3,233,8,À risque
13952,2011-05-06 09:00:00,2,2680.871,217,1,3,5,135,9,À risque
13953,2011-12-02 16:04:00,7,3515.68,6,5,5,5,555,15,Champions
13954,2011-12-08 12:50:00,2,340.22,1,5,3,2,532,10,Moyens
13955,2011-07-08 17:19:00,2,239.31,153,2,3,2,232,7,Moyens
13956,2011-12-04 13:20:00,5,806.27,4,5,4,3,543,12,Fidèles
13959,2011-09-21 15:06:00,3,512.75,78,2,3,3,233,8,À risque
13960,2011-11-18 15:27:00,2,230.22,20,4,3,2,432,9,Moyens
13962,2011-11-18 08:47:00,2,82.1,21,4,3,1,431,8,Moyens
13963,2011-02-04 14:43:00,4,607.74,307,1,4,3,143,8,Fidèles
13967,2011-07-17 12:02:00,1,80.7,145,2,1,1,211,4,Endormis
13969,2011-12-02 15:11:00,18,8457.84,6,5,5,5,555,15,Champions
13971,2011-11-21 12:06:00,8,2712.86,18,4,5,5,455,14,Champions
13972,2011-09-30 11:54:00,2,190.25,70,3,3,1,331,7,Moyens
13973,2011-02-25 15:21:00,1,186.75,286,1,1,1,111,3,Endormis
13974,2011-10-21 14:41:00,1,413.59000000000003,48,3,1,2,312,6,Occasionnels
13975,2011-11-08 13:19:00,6,2385.93,30,4,5,5,455,14,Champions
13976,2011-05-17 09:13:00,1,357.98,206,1,1,2,112,4,Endormis
13978,2011-11-25 11:36:00,2,196.79,14,4,3,1,431,8,Moyens
13979,2011-09-27 13:32:00,1,869.87,72,2,1,4,214,7,Endormis
13980,2011-10-10 13:34:00,1,135.34,59,3,1,1,311,5,Occasionnels
13982,2011-10-31 16:24:00,4,1871.81,38,3,4,5,345,12,Fidèles
13983,2011-11-10 11:06:00,10,1488.28,29,4,5,4,454,13,Champions
13984,2011-11-13 12:38:00,5,920.51,26,4,4,4,444,12,Champions
13985,2011-12-05 17:06:00,15,7028.2300000000005,3,5,5,5,555,15,Champions
13986,2011-11-22 15:00:00,1,320.46,16,4,1,2,412,7,Nouveaux prometteurs
13988,2011-11-20 10:15:00,6,3649.31,19,4,5,5,455,14,Champions
13989,2011-10-05 09:47:00,2,1203.73,65,3,3,4,334,10,Moyens
13990,2011-05-10 15:19:00,1,311.3,212,1,1,2,112,4,Endormis
13991,2011-11-27 16:18:00,6,855.97,11,5,5,4,554,14,Champions
13992,2011-11-09 15:23:00,1,76.8,29,4,1,1,411,6,Nouveaux prometteurs
13993,2011-10-28 09:06:00,9,2827.16,42,3,5,5,355,13,Fidèles
13994,2011-12-06 11:05:00,6,2164.69,3,5,5,5,555,15,Champions
13995,2011-11-24 14:22:00,5,1357.89,14,4,4,4,444,12,Champions
13999,2011-11-29 13:40:00,12,3692.01,9,5,5,5,555,15,Champions
14000,2011-05-12 16:50:00,1,635.66,210,1,1,3,113,5,Endormis
14001,2011-10-25 10:31:00,3,1878.68,45,3,3,5,335,11,Moyens
14002,2011-07-28 15:55:00,2,468.08,133,2,3,3,233,8,À risque
14004,2011-10-27 14:40:00,7,3847.54,42,3,5,5,355,13,Fidèles
14005,2011-11-30 12:41:00,5,2495.52,9,5,4,5,545,14,Champions
14006,2011-08-16 09:39:00,3,946.24,115,2,3,4,234,9,À risque
14009,2011-05-25 15:47:00,2,678.61,197,1,3,3,133,7,À risque
14012,2011-03-07 12:26:00,1,328.8,277,1,1,2,112,4,Endormis
14013,2011-08-21 15:01:00,3,473.02,109,2,3,3,233,8,À risque
14014,2011-09-23 13:18:00,1,505.18,76,2,1,3,213,6,Endormis
14015,2011-10-18 10:02:00,1,917.34,52,3,1,4,314,8,Occasionnels
14016,2011-07-01 11:29:00,4,3301.46,161,2,4,5,245,11,Fidèles
14019,2011-10-24 10:13:00,3,1372.21,46,3,3,4,334,10,Moyens
14020,2011-11-23 09:22:00,2,587.9,16,4,3,3,433,10,Moyens
14021,2011-07-07 15:46:00,3,495.70000000000005,154,2,3,3,233,8,À risque
14022,2011-04-28 14:39:00,1,440.0,224,1,1,3,113,5,Endormis
14023,2011-12-02 13:58:00,2,564.17,6,5,3,3,533,11,Moyens
14024,2011-08-10 11:30:00,2,314.95,121,2,3,2,232,7,Moyens
14027,2011-10-10 09:01:00,1,104.82,60,3,1,1,311,5,Occasionnels
14029,2011-10-07 14:46:00,2,365.66,62,3,3,2,332,8,Moyens
14030,2011-11-21 16:48:00,8,1622.19,17,4,5,4,454,13,Champions
14031,2011-12-02 17:13:00,19,14342.960000000001,6,5,5,5,555,15,Champions
14032,2011-12-07 15:23:00,11,2750.9900000000002,1,5,5,5,555,15,Champions
14034,2011-11-17 14:02:00,3,526.02,21,4,3,3,433,10,Moyens
14035,2011-11-11 10:03:00,5,1295.67,28,4,4,4,444,12,Champions
14036,2011-02-28 09:26:00,1,578.45,284,1,1,3,113,5,Endormis
14037,2011-06-16 13:57:00,2,147.20000000000002,175,2,3,1,231,6,Moyens
14038,2011-09-22 13:37:00,3,1560.38,77,2,3,4,234,9,À risque
14039,2011-11-06 13:48:00,1,152.2,32,4,1,1,411,6,Nouveaux prometteurs
14040,2011-10-30 12:42:00,12,3236.9700000000003,40,3,5,5,355,13,Fidèles
14041,2011-03-18 13:25:00,1,141.41,265,1,1,1,111,3,Endormis
14044,2011-11-13 12:05:00,4,546.77,26,4,4,3,443,11,Fidèles
14045,2011-01-06 10:01:00,3,945.75,337,1,3,4,134,8,À risque
14046,2011-02-28 14:48:00,1,154.99,283,1,1,1,111,3,Endormis
14047,2011-12-01 11:43:00,5,1119.96,8,5,4,4,544,13,Champions
